Employee_ID,Age,Gender,Industry,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Sleep_Quality
EMP3093,28,Male,IT,Onsite,53,8,2,Medium,Anxiety,No,Decrease,1,Neutral,Good
EMP3094,45,Non-binary,IT,Hybrid,24,7,4,High,Depression,Yes,Decrease,5,Satisfied,Average
EMP3095,40,Female,Education,Onsite,36,5,1,High,,No,Increase,3,Satisfied,Good
EMP3096,35,Male,Consulting,Hybrid,37,6,1,Medium,Anxiety,Yes,No Change,4,Satisfied,Average
EMP3097,32,Prefer not to say,Education,Onsite,55,4,3,Medium,Depression,Yes,No Change,4,Neutral,Average
EMP3098,45,Female,Manufacturing,Onsite,29,6,3,High,Burnout,No,Increase,1,Satisfied,Good
EMP3099,22,Male,Manufacturing,Remote,42,11,5,High,Anxiety,No,Decrease,5,Neutral,Poor
EMP3100,44,Prefer not to say,Consulting,Hybrid,35,5,3,Low,Anxiety,Yes,Increase,2,Neutral,Average
EMP3101,54,Female,Education,Onsite,26,7,3,High,Anxiety,No,Decrease,2,Neutral,Average
EMP3102,52,Prefer not to say,IT,Remote,36,14,3,Medium,,No,Increase,3,Satisfied,Good
EMP3103,35,Female,IT,Remote,35,13,5,High,Anxiety,No,Decrease,3,Neutral,Good
EMP3104,35,Non-binary,Manufacturing,Remote,28,8,4,Low,Depression,Yes,Increase,2,Satisfied,Poor
EMP3105,51,Non-binary,Retail,Onsite,47,10,3,High,Burnout,Yes,No Change,2,Neutral,Good
EMP3106,41,Non-binary,Healthcare,Onsite,52,4,2,Medium,Anxiety,No,Increase,4,Unsatisfied,Good
EMP3107,26,Non-binary,Consulting,Hybrid,55,5,4,Medium,Anxiety,Yes,Decrease,2,Unsatisfied,Poor
EMP3108,29,Male,IT,Remote,26,10,2,Medium,Burnout,No,Increase,2,Neutral,Average
EMP3109,27,Male,Healthcare,Onsite,32,6,3,Low,,No,No Change,2,Neutral,Good
EMP3110,39,Male,Retail,Hybrid,26,3,1,Low,Burnout,Yes,Decrease,2,Unsatisfied,Average
EMP3111,29,Male,Retail,Hybrid,36,10,2,Low,Depression,No,No Change,1,Unsatisfied,Average
EMP3112,28,Prefer not to say,Consulting,Remote,37,10,1,Medium,,Yes,Increase,4,Neutral,Poor
EMP3113,48,Non-binary,Retail,Onsite,55,9,3,Medium,Depression,Yes,No Change,1,Satisfied,Good
EMP3114,22,Non-binary,Manufacturing,Hybrid,46,3,2,Low,Anxiety,No,No Change,4,Unsatisfied,Good
EMP3115,38,Female,Finance,Hybrid,21,0,4,Low,Burnout,No,Decrease,2,Unsatisfied,Average
EMP3116,34,Male,Manufacturing,Remote,47,11,1,Medium,Depression,Yes,Decrease,3,Unsatisfied,Poor
EMP3117,36,Female,Healthcare,Hybrid,33,5,1,Low,Anxiety,Yes,Decrease,3,Unsatisfied,Average
EMP3118,47,Male,Retail,Hybrid,48,7,1,Medium,,Yes,Increase,3,Unsatisfied,Good
EMP3119,41,Female,IT,Onsite,47,0,1,Low,Burnout,Yes,Increase,4,Neutral,Average
EMP3120,42,Prefer not to say,Healthcare,Onsite,37,11,1,Low,Burnout,Yes,No Change,2,Neutral,Poor
EMP3121,22,Male,Manufacturing,Hybrid,28,0,2,Medium,Anxiety,No,Increase,5,Satisfied,Poor
EMP3122,48,Male,IT,Hybrid,31,3,2,Medium,Depression,No,Increase,1,Unsatisfied,Poor
EMP3123,28,Female,Consulting,Onsite,56,9,1,High,,No,No Change,5,Satisfied,Average
EMP3124,22,Prefer not to say,IT,Remote,50,15,2,High,Depression,No,Decrease,3,Unsatisfied,Good
EMP3125,58,Male,IT,Hybrid,59,7,4,Low,Burnout,Yes,No Change,1,Neutral,Average
EMP3126,37,Male,Finance,Hybrid,53,0,3,High,Anxiety,No,Increase,1,Unsatisfied,Good
EMP3127,58,Non-binary,Consulting,Remote,48,15,1,High,,No,Increase,2,Neutral,Average
EMP3128,47,Female,Consulting,Onsite,45,10,1,Low,Burnout,No,Increase,4,Satisfied,Poor
EMP3129,40,Prefer not to say,IT,Remote,46,11,4,Low,Depression,No,Increase,1,Neutral,Poor
EMP3130,54,Female,Consulting,Onsite,28,0,4,Low,,Yes,Decrease,1,Satisfied,Poor
EMP3131,54,Prefer not to say,Retail,Onsite,50,3,1,Low,Anxiety,No,Increase,1,Neutral,Good
EMP3132,34,Female,Education,Hybrid,21,7,4,Medium,Depression,Yes,Increase,4,Neutral,Good
EMP3133,49,Female,Manufacturing,Remote,40,8,1,Medium,Anxiety,Yes,No Change,4,Unsatisfied,Good
EMP3134,53,Female,Manufacturing,Remote,32,11,4,High,Anxiety,No,No Change,4,Unsatisfied,Good
EMP3135,38,Male,Education,Remote,54,4,4,High,Depression,Yes,Decrease,3,Neutral,Average
EMP3136,47,Non-binary,Education,Hybrid,30,13,2,Low,Anxiety,Yes,Decrease,2,Unsatisfied,Average
EMP3137,41,Non-binary,IT,Onsite,48,4,3,High,,Yes,Decrease,4,Neutral,Poor
EMP3138,54,Non-binary,Consulting,Onsite,33,14,2,Low,Anxiety,Yes,Increase,4,Unsatisfied,Good
EMP3139,22,Non-binary,Consulting,Hybrid,23,8,4,High,Burnout,No,Increase,5,Unsatisfied,Poor
EMP3140,47,Male,Education,Onsite,38,2,2,High,Depression,No,Decrease,1,Satisfied,Average
EMP3141,58,Prefer not to say,Retail,Remote,23,6,2,Medium,Depression,Yes,No Change,4,Unsatisfied,Good
EMP3142,39,Prefer not to say,Healthcare,Hybrid,49,4,5,High,,Yes,No Change,1,Unsatisfied,Poor
EMP3143,24,Prefer not to say,Education,Onsite,42,5,1,High,Anxiety,No,Increase,3,Satisfied,Good
EMP3144,38,Female,IT,Hybrid,26,1,3,High,Burnout,No,Increase,4,Satisfied,Average
EMP3145,27,Male,Retail,Remote,60,6,1,Low,Burnout,Yes,Decrease,4,Satisfied,Good
EMP3146,46,Female,Education,Remote,28,5,1,Low,Depression,Yes,No Change,5,Neutral,Average
EMP3147,39,Male,IT,Onsite,24,5,3,Medium,,Yes,Increase,1,Neutral,Average
EMP3148,30,Female,Manufacturing,Hybrid,21,10,2,High,,Yes,Increase,4,Satisfied,Good
EMP3149,57,Female,IT,Remote,60,14,5,Medium,Burnout,Yes,Increase,2,Satisfied,Good
EMP3150,36,Male,IT,Onsite,50,5,4,Low,Depression,No,Decrease,3,Unsatisfied,Good
EMP3151,51,Non-binary,Retail,Onsite,26,7,2,Low,,Yes,Increase,4,Unsatisfied,Average
EMP3152,31,Female,Education,Onsite,44,13,2,High,Anxiety,No,Decrease,2,Satisfied,Good
EMP3153,25,Prefer not to say,Healthcare,Onsite,40,0,1,Low,,No,Increase,4,Satisfied,Poor
EMP3154,58,Non-binary,Education,Remote,23,8,1,Medium,Depression,Yes,No Change,5,Unsatisfied,Good
EMP3155,52,Prefer not to say,Consulting,Hybrid,55,7,4,High,,No,Increase,2,Satisfied,Poor
EMP3156,22,Prefer not to say,IT,Onsite,41,2,5,Low,,No,Decrease,5,Unsatisfied,Good
EMP3157,23,Non-binary,Retail,Onsite,56,4,2,Low,Burnout,No,Decrease,4,Unsatisfied,Poor
EMP3158,28,Prefer not to say,Healthcare,Onsite,39,12,1,Low,,No,No Change,2,Unsatisfied,Poor
EMP3159,31,Non-binary,Finance,Remote,42,8,3,Medium,Burnout,No,No Change,3,Satisfied,Average
EMP3160,36,Non-binary,Education,Remote,51,4,3,Low,Depression,No,Decrease,2,Satisfied,Average
EMP3161,48,Female,Manufacturing,Hybrid,52,12,1,Low,Anxiety,Yes,Increase,4,Neutral,Average
EMP3162,23,Female,Education,Hybrid,49,2,2,Low,Burnout,Yes,Decrease,3,Satisfied,Good
EMP3163,34,Non-binary,Healthcare,Onsite,53,3,3,High,,No,Increase,2,Satisfied,Good
EMP3164,47,Male,IT,Onsite,50,15,1,Medium,Depression,No,No Change,3,Satisfied,Average
EMP3165,25,Male,Education,Onsite,57,11,2,High,Depression,Yes,Decrease,3,Neutral,Poor
EMP3166,45,Prefer not to say,Consulting,Hybrid,55,10,4,High,Depression,No,Increase,4,Satisfied,Poor
EMP3167,25,Male,Retail,Remote,53,12,5,High,,No,Increase,1,Neutral,Poor
EMP3168,58,Female,Education,Hybrid,24,12,3,Medium,Anxiety,Yes,Decrease,3,Unsatisfied,Poor
EMP3169,28,Prefer not to say,Healthcare,Remote,20,2,3,High,,Yes,No Change,3,Neutral,Poor
EMP3170,58,Prefer not to say,Education,Remote,58,13,4,Low,Anxiety,No,No Change,2,Satisfied,Poor
EMP3171,55,Prefer not to say,Finance,Onsite,41,3,2,High,Depression,No,Increase,5,Neutral,Average
EMP3172,28,Female,Consulting,Remote,54,4,5,Low,Burnout,No,Decrease,5,Neutral,Poor
EMP3173,43,Non-binary,Healthcare,Onsite,41,2,1,Low,,No,Decrease,4,Satisfied,Good
EMP3174,31,Non-binary,Finance,Hybrid,27,1,2,Medium,Burnout,No,No Change,4,Satisfied,Poor
EMP3175,47,Female,IT,Remote,57,4,4,High,Anxiety,No,No Change,4,Unsatisfied,Good
EMP3176,48,Prefer not to say,Consulting,Onsite,49,1,2,Low,Depression,Yes,No Change,4,Neutral,Good
EMP3177,23,Female,Retail,Onsite,60,14,5,High,Anxiety,No,Increase,4,Unsatisfied,Average
EMP3178,23,Prefer not to say,Finance,Hybrid,25,13,3,High,,No,No Change,1,Satisfied,Average
EMP3179,31,Male,Healthcare,Remote,44,6,1,High,Anxiety,Yes,Increase,1,Neutral,Average
EMP3180,27,Non-binary,Healthcare,Hybrid,54,5,5,Medium,Burnout,No,Increase,1,Unsatisfied,Good
EMP3181,23,Female,Consulting,Hybrid,46,9,3,Medium,,Yes,Decrease,2,Unsatisfied,Poor
EMP3182,55,Non-binary,Education,Remote,58,0,2,High,Burnout,Yes,No Change,5,Satisfied,Average
EMP3183,26,Non-binary,Healthcare,Hybrid,43,6,3,Low,Anxiety,No,Increase,5,Unsatisfied,Good
EMP3184,45,Male,Retail,Onsite,45,12,5,Low,Depression,No,Increase,4,Neutral,Poor
EMP3185,30,Male,Retail,Hybrid,52,4,3,Medium,Depression,Yes,No Change,4,Neutral,Poor
EMP3186,31,Female,Retail,Remote,29,14,1,High,Anxiety,No,Increase,1,Satisfied,Poor
EMP3187,28,Male,IT,Onsite,22,15,2,Medium,,Yes,Decrease,5,Unsatisfied,Average
EMP3188,30,Female,Healthcare,Remote,54,7,5,High,Burnout,No,No Change,2,Satisfied,Good
EMP3189,22,Non-binary,Retail,Remote,50,10,1,High,Anxiety,No,No Change,3,Satisfied,Average
EMP3190,23,Female,Retail,Hybrid,47,9,2,High,Depression,No,Increase,2,Neutral,Good
EMP3191,49,Female,Finance,Onsite,25,5,3,High,,No,Decrease,2,Unsatisfied,Average
EMP3192,60,Female,Manufacturing,Onsite,31,6,1,High,Burnout,Yes,Increase,4,Neutral,Average
EMP3193,44,Prefer not to say,Consulting,Remote,23,1,1,Medium,Depression,No,No Change,4,Satisfied,Average
EMP3194,31,Prefer not to say,Healthcare,Hybrid,35,8,2,High,Anxiety,Yes,Decrease,4,Satisfied,Poor
EMP3195,50,Prefer not to say,IT,Hybrid,51,11,1,High,Burnout,No,No Change,5,Unsatisfied,Average
EMP3196,55,Non-binary,Education,Onsite,29,9,3,High,,No,Increase,4,Satisfied,Good
EMP3197,50,Non-binary,IT,Remote,37,10,4,Medium,,Yes,Decrease,2,Neutral,Good
EMP3198,54,Non-binary,Manufacturing,Remote,27,14,4,Medium,,Yes,Decrease,1,Unsatisfied,Good
EMP3199,50,Non-binary,Consulting,Onsite,31,12,3,Medium,,Yes,Decrease,1,Unsatisfied,Poor
EMP3200,49,Male,IT,Onsite,30,10,4,High,Burnout,Yes,No Change,4,Unsatisfied,Poor
EMP3201,48,Male,IT,Hybrid,27,10,3,High,,Yes,Decrease,2,Unsatisfied,Good
EMP3202,32,Male,IT,Onsite,30,2,4,Low,Anxiety,No,Increase,5,Neutral,Average
EMP3203,26,Female,Manufacturing,Remote,32,15,5,Low,Depression,No,Decrease,4,Neutral,Poor
EMP3204,28,Non-binary,Consulting,Onsite,40,12,3,Medium,,No,No Change,3,Unsatisfied,Average
EMP3205,23,Non-binary,Manufacturing,Onsite,43,4,5,Medium,Anxiety,No,Decrease,4,Unsatisfied,Poor
EMP3206,30,Non-binary,Education,Remote,23,9,2,Low,Anxiety,Yes,Decrease,4,Unsatisfied,Poor
EMP3207,48,Non-binary,Healthcare,Hybrid,22,8,4,Medium,Burnout,Yes,Increase,3,Satisfied,Good
EMP3208,56,Prefer not to say,IT,Hybrid,32,15,3,Medium,Burnout,Yes,Increase,4,Satisfied,Poor
EMP3209,25,Prefer not to say,Finance,Remote,29,2,1,High,,No,Decrease,4,Unsatisfied,Average
EMP3210,35,Prefer not to say,Education,Onsite,56,4,1,High,Anxiety,Yes,Increase,5,Unsatisfied,Good
EMP3211,57,Prefer not to say,Finance,Remote,46,14,3,High,Depression,Yes,No Change,1,Satisfied,Poor
EMP3212,37,Male,Consulting,Hybrid,58,2,5,Medium,Depression,Yes,Decrease,1,Satisfied,Poor
EMP3213,60,Female,Manufacturing,Onsite,52,3,1,Low,Burnout,Yes,Decrease,4,Satisfied,Poor
EMP3214,53,Non-binary,Retail,Onsite,55,6,5,High,Anxiety,No,Increase,3,Unsatisfied,Poor
EMP3215,25,Female,Healthcare,Hybrid,57,3,2,High,Depression,Yes,Increase,1,Satisfied,Poor
EMP3216,32,Prefer not to say,IT,Onsite,33,10,1,Low,Burnout,No,No Change,1,Satisfied,Poor
EMP3217,51,Non-binary,Healthcare,Hybrid,52,3,1,Low,,No,Decrease,5,Satisfied,Poor
EMP3218,38,Prefer not to say,Consulting,Onsite,33,10,2,Medium,Burnout,Yes,Decrease,1,Neutral,Poor
EMP3219,37,Non-binary,Consulting,Hybrid,31,7,5,High,Anxiety,Yes,Decrease,3,Neutral,Poor
EMP3220,33,Male,Education,Onsite,60,8,1,Low,Burnout,No,Decrease,1,Neutral,Poor
EMP3221,51,Non-binary,Healthcare,Hybrid,46,3,4,Medium,Burnout,No,No Change,4,Satisfied,Good
EMP3222,29,Female,Consulting,Hybrid,51,3,3,Medium,Depression,Yes,No Change,5,Unsatisfied,Good
EMP3223,46,Prefer not to say,Education,Hybrid,33,5,4,High,Anxiety,Yes,Decrease,2,Satisfied,Good
EMP3224,24,Male,Healthcare,Onsite,23,10,2,High,Anxiety,No,Decrease,5,Neutral,Poor
EMP3225,55,Prefer not to say,IT,Remote,31,6,3,Low,Depression,Yes,No Change,1,Satisfied,Average
EMP3226,22,Female,Healthcare,Remote,39,4,3,Medium,Anxiety,Yes,Increase,2,Unsatisfied,Average
EMP3227,39,Male,Finance,Hybrid,30,13,2,High,Burnout,No,Decrease,1,Neutral,Poor
EMP3228,44,Prefer not to say,Education,Hybrid,54,8,4,Medium,,Yes,Decrease,1,Satisfied,Good
EMP3229,38,Prefer not to say,IT,Onsite,24,9,2,Low,Anxiety,Yes,Decrease,5,Neutral,Good
EMP3230,36,Male,IT,Remote,30,11,3,High,Anxiety,Yes,Decrease,2,Satisfied,Poor
EMP3231,37,Female,IT,Onsite,28,8,2,Medium,Burnout,Yes,Decrease,4,Neutral,Good
EMP3232,26,Prefer not to say,Retail,Onsite,58,8,4,High,,No,No Change,1,Satisfied,Average
EMP3233,48,Male,Education,Onsite,20,5,2,Medium,Depression,Yes,Decrease,4,Satisfied,Poor
EMP3234,57,Non-binary,Retail,Onsite,21,12,5,High,,Yes,Decrease,2,Neutral,Good
EMP3235,45,Male,Finance,Remote,39,14,5,Medium,Anxiety,No,Decrease,3,Satisfied,Poor
EMP3236,49,Non-binary,Finance,Remote,22,2,2,Low,Depression,Yes,Decrease,4,Satisfied,Poor
EMP3237,50,Female,Manufacturing,Onsite,40,15,1,Low,,No,Increase,5,Satisfied,Poor
EMP3238,45,Female,IT,Remote,58,13,4,Medium,,Yes,Decrease,3,Satisfied,Good
EMP3239,51,Male,Retail,Remote,36,10,2,High,Anxiety,No,Increase,2,Unsatisfied,Good
EMP3240,36,Prefer not to say,Finance,Onsite,43,14,1,High,,Yes,No Change,1,Satisfied,Average
EMP3241,33,Non-binary,Manufacturing,Hybrid,43,15,5,High,Anxiety,Yes,Increase,5,Neutral,Poor
EMP3242,53,Non-binary,Education,Onsite,40,0,4,Low,Anxiety,Yes,Decrease,3,Satisfied,Poor
EMP3243,31,Non-binary,Education,Remote,40,2,5,High,Burnout,Yes,No Change,1,Satisfied,Poor
EMP3244,51,Prefer not to say,Retail,Remote,35,2,2,Medium,Depression,No,Increase,2,Unsatisfied,Good
EMP3245,36,Male,Manufacturing,Remote,22,12,1,Medium,Burnout,Yes,Increase,1,Neutral,Good
EMP3246,58,Prefer not to say,Education,Hybrid,41,12,3,Low,,Yes,Increase,1,Unsatisfied,Poor
EMP3247,25,Prefer not to say,Healthcare,Remote,26,11,1,High,Depression,No,Decrease,3,Satisfied,Average
EMP3248,48,Male,Manufacturing,Remote,34,13,5,High,Anxiety,Yes,No Change,4,Satisfied,Poor
EMP3249,31,Non-binary,Education,Onsite,31,4,2,High,Depression,Yes,No Change,4,Satisfied,Average
EMP3250,32,Prefer not to say,Retail,Onsite,52,7,1,High,Burnout,No,Increase,3,Neutral,Good
EMP3251,60,Prefer not to say,Retail,Onsite,60,15,4,Low,,Yes,Increase,2,Neutral,Average
EMP3252,35,Male,Healthcare,Hybrid,36,15,2,Low,,Yes,No Change,3,Unsatisfied,Average
EMP3253,53,Non-binary,Healthcare,Remote,21,9,1,High,Burnout,No,No Change,3,Unsatisfied,Poor
EMP3254,53,Female,Healthcare,Hybrid,40,13,2,High,Burnout,No,Decrease,2,Neutral,Good
EMP3255,31,Male,Education,Remote,60,4,2,Low,,No,No Change,1,Unsatisfied,Average
EMP3256,37,Male,Healthcare,Remote,55,3,2,Medium,Anxiety,No,No Change,4,Satisfied,Average
EMP3257,46,Female,Education,Remote,28,15,5,High,,Yes,Decrease,4,Satisfied,Good
EMP3258,49,Male,IT,Hybrid,28,1,2,Low,,Yes,Decrease,4,Unsatisfied,Average
EMP3259,57,Non-binary,Retail,Onsite,53,13,3,High,Anxiety,No,Decrease,2,Satisfied,Poor
EMP3260,58,Female,Healthcare,Remote,38,10,5,High,Anxiety,Yes,Increase,5,Neutral,Good
EMP3261,55,Prefer not to say,Education,Remote,55,5,3,Low,Burnout,Yes,No Change,2,Neutral,Good
EMP3262,43,Male,Manufacturing,Remote,40,15,4,Medium,,Yes,Increase,1,Neutral,Poor
EMP3263,33,Non-binary,Retail,Onsite,33,2,5,High,Burnout,Yes,No Change,4,Neutral,Poor
EMP3264,40,Non-binary,Education,Hybrid,37,14,2,High,Burnout,Yes,Decrease,5,Satisfied,Good
EMP3265,48,Female,Consulting,Hybrid,54,9,3,Low,Depression,Yes,Decrease,2,Unsatisfied,Good
EMP3266,60,Male,Healthcare,Hybrid,31,6,1,Low,Anxiety,No,Increase,4,Neutral,Average
EMP3267,49,Prefer not to say,Healthcare,Remote,30,10,2,High,,Yes,Increase,4,Unsatisfied,Poor
EMP3268,41,Prefer not to say,Education,Onsite,26,6,5,Medium,,No,Decrease,4,Unsatisfied,Good
EMP3269,46,Non-binary,Finance,Hybrid,24,13,1,Low,,No,No Change,2,Neutral,Poor
EMP3270,60,Male,IT,Hybrid,46,11,3,Medium,Burnout,No,No Change,5,Neutral,Average
EMP3271,42,Female,IT,Hybrid,21,0,4,Low,Depression,No,Decrease,5,Satisfied,Average
EMP3272,59,Female,Manufacturing,Onsite,56,4,1,Low,Depression,Yes,Decrease,2,Satisfied,Poor
EMP3273,29,Non-binary,Manufacturing,Onsite,57,0,2,High,,Yes,No Change,5,Satisfied,Poor
EMP3274,28,Female,Retail,Hybrid,21,15,5,High,Burnout,No,No Change,1,Unsatisfied,Average
EMP3275,46,Female,IT,Onsite,31,8,4,High,Burnout,Yes,Decrease,2,Satisfied,Poor
EMP3276,39,Non-binary,IT,Remote,43,1,4,Low,Anxiety,Yes,Decrease,4,Unsatisfied,Average
EMP3277,53,Female,Retail,Onsite,47,0,3,High,Anxiety,No,No Change,5,Unsatisfied,Poor
EMP3278,53,Male,Consulting,Remote,31,7,2,Low,Depression,No,Increase,2,Satisfied,Good
EMP3279,23,Male,Manufacturing,Remote,45,11,2,Medium,Depression,No,Increase,3,Unsatisfied,Good
EMP3280,41,Male,Healthcare,Hybrid,27,0,2,Medium,Depression,No,No Change,2,Unsatisfied,Average
EMP3281,49,Prefer not to say,Healthcare,Remote,34,4,2,High,Anxiety,Yes,Increase,3,Neutral,Average
EMP3282,48,Female,Education,Onsite,50,9,1,Medium,Anxiety,No,Decrease,1,Neutral,Average
EMP3283,33,Male,Consulting,Onsite,37,1,3,Medium,Depression,No,Increase,2,Unsatisfied,Poor
EMP3284,39,Non-binary,IT,Remote,23,2,3,Low,Depression,No,No Change,2,Unsatisfied,Poor
EMP3285,52,Non-binary,Healthcare,Hybrid,27,10,2,Low,Burnout,Yes,Increase,2,Satisfied,Average
EMP3286,54,Female,IT,Hybrid,27,8,2,Low,Burnout,No,No Change,1,Neutral,Good
EMP3287,31,Prefer not to say,IT,Hybrid,50,0,1,Low,Burnout,Yes,Decrease,2,Unsatisfied,Good
EMP3288,52,Female,Manufacturing,Remote,57,14,3,Medium,Depression,No,Increase,4,Satisfied,Poor
EMP3289,51,Prefer not to say,IT,Hybrid,32,12,1,High,Burnout,Yes,Decrease,2,Neutral,Average
EMP3290,31,Female,Retail,Remote,50,2,1,Low,,Yes,Increase,3,Satisfied,Average
EMP3291,33,Male,Finance,Hybrid,57,8,1,Low,Burnout,Yes,Increase,4,Satisfied,Good
EMP3292,34,Prefer not to say,Education,Onsite,43,3,3,High,,Yes,Increase,2,Neutral,Poor
EMP3293,43,Non-binary,Healthcare,Onsite,35,9,5,Medium,Depression,Yes,Decrease,2,Unsatisfied,Average
EMP3294,39,Prefer not to say,Manufacturing,Onsite,35,14,5,High,Anxiety,Yes,No Change,4,Unsatisfied,Good
EMP3295,42,Male,Manufacturing,Remote,42,2,1,Medium,,No,No Change,3,Unsatisfied,Poor
EMP3296,56,Female,Retail,Hybrid,46,1,3,High,Depression,No,Decrease,5,Unsatisfied,Poor
EMP3297,35,Female,Education,Hybrid,41,9,1,Low,Depression,Yes,Increase,1,Satisfied,Poor
EMP3298,37,Female,Education,Hybrid,53,8,5,High,Anxiety,Yes,No Change,3,Neutral,Average
EMP3299,30,Female,Healthcare,Onsite,33,9,3,High,,Yes,Increase,3,Neutral,Average
EMP3300,50,Prefer not to say,Education,Hybrid,59,7,5,Low,Burnout,No,No Change,4,Neutral,Poor
EMP3301,57,Prefer not to say,Finance,Remote,57,3,3,High,Anxiety,No,No Change,4,Unsatisfied,Poor
EMP3302,45,Male,Manufacturing,Onsite,43,15,1,Low,Depression,No,Decrease,3,Neutral,Poor
EMP3303,22,Prefer not to say,IT,Remote,49,8,1,High,Burnout,Yes,No Change,3,Satisfied,Average
EMP3304,39,Non-binary,Consulting,Onsite,44,0,1,Medium,,No,Increase,4,Unsatisfied,Good
EMP3305,55,Female,Retail,Remote,40,13,4,High,Anxiety,No,Decrease,3,Neutral,Poor
EMP3306,55,Prefer not to say,Healthcare,Remote,59,6,1,High,,No,No Change,2,Satisfied,Average
EMP3307,59,Prefer not to say,Finance,Hybrid,60,6,3,High,Anxiety,No,Increase,2,Unsatisfied,Good
EMP3308,44,Male,Healthcare,Onsite,29,7,1,Low,Anxiety,No,Increase,3,Satisfied,Poor
EMP3309,22,Male,Manufacturing,Remote,47,12,3,High,Depression,Yes,No Change,1,Satisfied,Average
EMP3310,23,Prefer not to say,Healthcare,Hybrid,38,10,4,Low,Anxiety,No,No Change,2,Unsatisfied,Poor
EMP3311,22,Female,Healthcare,Hybrid,51,6,5,High,Burnout,Yes,Decrease,4,Neutral,Average
EMP3312,34,Female,Consulting,Onsite,23,9,2,Medium,Depression,No,No Change,5,Satisfied,Poor
EMP3313,22,Non-binary,Manufacturing,Onsite,36,10,5,High,,Yes,Decrease,5,Neutral,Poor
EMP3314,51,Female,Retail,Hybrid,53,15,3,High,Burnout,No,Decrease,3,Unsatisfied,Good
EMP3315,35,Non-binary,Education,Onsite,42,11,1,Low,Depression,No,No Change,5,Satisfied,Average
EMP3316,58,Prefer not to say,Manufacturing,Hybrid,30,6,5,Medium,Depression,Yes,Increase,3,Neutral,Poor
EMP3317,29,Female,Education,Onsite,52,13,2,Low,,Yes,No Change,4,Satisfied,Good
EMP3318,51,Prefer not to say,Finance,Onsite,36,13,2,Medium,Burnout,No,Increase,2,Unsatisfied,Poor
EMP3319,22,Non-binary,Finance,Hybrid,55,10,4,Low,,No,Decrease,4,Unsatisfied,Average
EMP3320,32,Male,Manufacturing,Onsite,33,7,5,Medium,Anxiety,Yes,Decrease,1,Unsatisfied,Poor
EMP3321,39,Female,Retail,Remote,57,5,3,Low,Depression,No,Decrease,2,Satisfied,Good
EMP3322,50,Prefer not to say,Finance,Onsite,43,0,3,High,,No,No Change,3,Neutral,Average
EMP3323,55,Male,Healthcare,Hybrid,41,15,5,Low,Anxiety,No,Decrease,2,Neutral,Average
EMP3324,60,Non-binary,Manufacturing,Hybrid,55,12,4,High,Depression,No,No Change,3,Unsatisfied,Poor
EMP3325,47,Prefer not to say,Healthcare,Remote,58,8,3,Medium,,No,Decrease,2,Satisfied,Good
EMP3326,33,Male,Healthcare,Onsite,23,12,2,High,Anxiety,No,No Change,1,Unsatisfied,Good
EMP3327,50,Female,Healthcare,Onsite,53,3,4,High,Depression,Yes,Increase,5,Unsatisfied,Poor
EMP3328,40,Female,Education,Remote,26,4,2,Low,Depression,Yes,Decrease,1,Neutral,Average
EMP3329,42,Female,Healthcare,Hybrid,32,15,1,High,Depression,Yes,No Change,3,Neutral,Good
EMP3330,22,Prefer not to say,Consulting,Remote,29,13,1,Low,Burnout,Yes,Decrease,4,Unsatisfied,Good
EMP3331,34,Non-binary,Healthcare,Hybrid,31,9,4,Medium,,Yes,No Change,3,Unsatisfied,Average
EMP3332,30,Male,Retail,Remote,53,4,4,Low,Anxiety,Yes,Decrease,2,Satisfied,Poor
EMP3333,30,Female,Consulting,Remote,33,13,3,Medium,Anxiety,No,Decrease,1,Unsatisfied,Good
EMP3334,54,Male,Finance,Remote,44,14,3,Low,Anxiety,No,Increase,1,Unsatisfied,Poor
EMP3335,55,Male,Education,Onsite,41,14,1,High,Burnout,Yes,No Change,5,Satisfied,Average
EMP3336,32,Prefer not to say,Retail,Remote,38,6,4,Medium,Burnout,Yes,Decrease,1,Satisfied,Average
EMP3337,59,Female,Consulting,Remote,40,15,5,Medium,Depression,No,Decrease,2,Satisfied,Good
EMP3338,29,Non-binary,Retail,Onsite,40,2,3,Low,,Yes,Decrease,4,Neutral,Average
EMP3339,59,Non-binary,Manufacturing,Onsite,21,11,3,High,Burnout,No,Increase,1,Neutral,Average
EMP3340,29,Male,Education,Hybrid,49,2,2,High,Anxiety,No,Increase,4,Neutral,Average
EMP3341,35,Prefer not to say,Consulting,Remote,57,7,2,High,Burnout,No,Increase,5,Neutral,Poor
EMP3342,50,Female,Education,Remote,57,4,1,High,,No,Decrease,2,Unsatisfied,Good
EMP3343,45,Male,Manufacturing,Hybrid,54,6,1,High,,No,No Change,3,Neutral,Poor
EMP3344,48,Prefer not to say,Consulting,Onsite,59,11,4,High,,No,Increase,5,Satisfied,Good
EMP3345,57,Female,Manufacturing,Onsite,32,10,2,High,Depression,No,Decrease,5,Unsatisfied,Poor
EMP3346,37,Female,Healthcare,Remote,23,15,3,High,,Yes,Increase,5,Satisfied,Average
